Name of State/ UT	Parliamentary Constituency	Candidate Name	Total Votes Polled	Winner or Not?	Party Abbreviation	Party Name
Uttar Pradesh	Jaunpur	PREMCHAND BIND	6814	no	PMSP	Pragatisheel Manav Samaj Party
Uttar Pradesh	Jaunpur	ANUPATI RAM YADAV	4026	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Jaunpur	RAVIKANT YADAV	20832	no	IND	Independent
Uttar Pradesh	Jaunpur	SARFARAJ	2064	no	PECP	Peace Party
Uttar Pradesh	Jaunpur	PARASNATH YADAV	180003	no	SP	Samajwadi Party
Uttar Pradesh	Jaunpur	SHAHABUDDIN	19636	no	RUC	Rashtriya Ulama Council
Uttar Pradesh	Machhlishahr	RAM CHARITRA NISHAD	438210	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Machhlishahr	SHRAVAN KUMAR PASWAN	7833	no	IND	Independent
Uttar Pradesh	Machhlishahr	LALJI	1543	no	BSCP	Bhartiya Shakti Chetna Party
Uttar Pradesh	Machhlishahr	SUBAS CHANDRA	18777	no	CPI	Communist Party of India
Uttar Pradesh	Machhlishahr	HARINATH	5279	no	IND	Independent
Uttar Pradesh	Machhlishahr	SURESH GAUTAM	1467	no	ARVP	Adarsh Rashtriya Vikas Party
Uttar Pradesh	Machhlishahr	SIKANDAR	2114	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Machhlishahr	HARI	2669	no	SBSP	Suheldev Bhartiya Samaj Party
Uttar Pradesh	Machhlishahr	TUFANI NISHAD	36275	no	INC	Indian National Congress
Uttar Pradesh	Machhlishahr	None of the Above	8448	no	NOTA	None of the Above
Uttar Pradesh	Machhlishahr	OMPRAKASH ALIAS AMBEDKAR	2708	no	IND	Independent
Uttar Pradesh	Machhlishahr	RAJESH	1552	no	JD(U)	Janata Dal  (United)
Uttar Pradesh	Machhlishahr	RAJESH SONKAR	4362	no	IND	Independent
Uttar Pradesh	Machhlishahr	TUFANI	191387	no	SP	Samajwadi Party
Uttar Pradesh	Machhlishahr	BHOLANATH ALIAS B.P. SAROJ	266055	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Machhlishahr	RAJ ALIAS VIRENDRA KUMAR SONKAR	9223	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Ghazipur	MANOJ SINHA	306929	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Ghazipur	SATYA DEV YADAV	6381	no	NAP	Naitik Party
Uttar Pradesh	Ghazipur	BRIJ BHUSHAN	6925	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Ghazipur	RAJENDRA NATH RAM	3468	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Ghazipur	KAILASH NATH SINGH YADAV	241645	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Ghazipur	KUBER	4889	no	IND	Independent
Uttar Pradesh	Ghazipur	ARUN KUMAR SINGH	34093	no	IND	Independent
Uttar Pradesh	Ghazipur	DEENDAYAL	2122	no	PMSP	Pragatisheel Manav Samaj Party
Uttar Pradesh	Ghazipur	LAKSHAMAN	1588	no	IND	Independent
Uttar Pradesh	Ghazipur	SMT SHIVKANYA KUSHWAHA	274477	no	SP	Samajwadi Party
Uttar Pradesh	Ghazipur	ISHWARI	6512	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Uttar Pradesh	Ghazipur	BHARAT	2484	no	JRPa	Janta Raj Party
Uttar Pradesh	Ghazipur	DHARM YADAV ALIAS D.P.YADAV	59510	no	RPD	Rashtriya Parivartan Dal
Uttar Pradesh	Ghazipur	ISHWAR DEV	4019	no	ARVP	Adarsh Rashtriya Vikas Party
Uttar Pradesh	Ghazipur	GUPTESHWAR	1111	no	LD	Lok Dal
Uttar Pradesh	Ghazipur	None of the Above	5611	no	NOTA	None of the Above
Uttar Pradesh	Ghazipur	OMKAR CHAUHAN	2416	no	JPS	Janvadi Party(Socialist)
Uttar Pradesh	Ghazipur	PAPPU	3585	no	EKSP	Eklavya Samaj Party
Uttar Pradesh	Ghazipur	MO. MAKSUD KHAN	18908	no	INC	Indian National Congress
Uttar Pradesh	Chandauli	DR MAHENDRA NATH PANDEY	414135	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Chandauli	SANJAY	2148	no	IND	Independent
Uttar Pradesh	Chandauli	RAMASHANKER SINGH MAURYA	1423	no	BSKD	Bhartiya Samajik Kranti Dal
Uttar Pradesh	Chandauli	RAJA JAISWAL	6170	no	AITC	All India Trinamool Congress
Uttar Pradesh	Chandauli	CHANCHAL	1362	no	JRPa	Janta Raj Party
Uttar Pradesh	Chandauli	GULAVAS	1482	no	IND	Independent
Uttar Pradesh	Chandauli	RAJENDRA	7767	no	PMSP	Pragatisheel Manav Samaj Party
Uttar Pradesh	Chandauli	IRSHAD	15598	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Chandauli	SHASHI SINHA	2988	no	ESKP	Ex-Sainik Kissan Party
Uttar Pradesh	Chandauli	BINDU	2769	no	IND	Independent
Uttar Pradesh	Chandauli	DR. HARIDWAR SINGH YADAV	8756	no	JD(U)	Janata Dal  (United)
Uttar Pradesh	Chandauli	ANIL KUMAR MAURYA	257379	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Chandauli	None of the Above	3186	no	NOTA	None of the Above
Uttar Pradesh	Chandauli	JITENDRA	2502	no	GGP	Gondvana Gantantra Party
Uttar Pradesh	Chandauli	SANJEEV SINGH	4993	no	SBSP	Suheldev Bhartiya Samaj Party
Uttar Pradesh	Chandauli	TARUN PATEL URF TARUNENDRA CHAND PATEL	27194	no	INC	Indian National Congress
Uttar Pradesh	Chandauli	RAM DULAR	2386	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Uttar Pradesh	Chandauli	VINAI KUMAR SINGH	3882	no	INL	Indian National League
Uttar Pradesh	Chandauli	RAJNARAYAN	4221	no	IND	Independent
Uttar Pradesh	Chandauli	HEERALAL	4768	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Chandauli	RAMKISHUN	204145	no	SP	Samajwadi Party
Uttar Pradesh	Chandauli	MRITUNJAYA PANDEY	1318	no	JaRaPa	Jan Raksha Party
Uttar Pradesh	Varanasi	NARENDRA MODI	581022	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Varanasi	VIJAY PRAKASH JAISAWAL	60579	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Varanasi	MANOJ KUMAR CHAUBEY	1074	no	IND	Independent
Uttar Pradesh	Varanasi	DEVI PRASAD NAND	1740	no	MADP	Moulik Adhikar Party
Uttar Pradesh	Varanasi	HIRALAL YADAV	2457	no	CPM	Communist Party of India  (Marxist)
Uttar Pradesh	Varanasi	A.K. AGGARWAL	2037	no	AGRJP	Agar Jan Party
Uttar Pradesh	Varanasi	KAILASH CHAURASIYA	45291	no	SP	Samajwadi Party
Uttar Pradesh	Varanasi	SATYAPRAKASH SRIVASTAVA	599	no	IND	Independent
Uttar Pradesh	Varanasi	LALLAN	997	no	MaJP	Manavadhikar Janshakti Party
Uttar Pradesh	Varanasi	NARENDRA NATH DUBEY ADIG	2277	no	JSEP	Jan Shakti Ekta Party
Uttar Pradesh	Varanasi	PRABHAT KUMAR	1089	no	IND	Independent
Uttar Pradesh	Varanasi	BASEER KINNAR	2850	no	IND	Independent
Uttar Pradesh	Varanasi	INDIRA TIWARI	2674	no	AITC	All India Trinamool Congress
Uttar Pradesh	Varanasi	RAM LAKHAN GUPTA	1376	no	JAP	Jantantra Party
Uttar Pradesh	Varanasi	AJAY RAI	75614	no	INC	Indian National Congress
Uttar Pradesh	Varanasi	SHIVHARI AGARWAL	2000	no	BhNP	Bharat Nirman Party
Uttar Pradesh	Varanasi	RAMPYARE SINGH	423	no	IND	Independent
Uttar Pradesh	Varanasi	PRAMOD KUMAR	1807	no	IND	Independent
Uttar Pradesh	Varanasi	JOHNSON THOMAS	1524	no	IND	Independent
Uttar Pradesh	Varanasi	BACHCHELAL	1172	no	LPSP	Lokpriya Samaj Party
Uttar Pradesh	Varanasi	IFTEKHAR KURAISHI	2323	no	IND	Independent
Uttar Pradesh	Varanasi	SHIV KUMAR SHAH	312	no	IND	Independent
Uttar Pradesh	Varanasi	None of the Above	2051	no	NOTA	None of the Above
Uttar Pradesh	Varanasi	NARENDRA BAHADUR SINGH	1306	no	IND	Independent
Uttar Pradesh	Varanasi	AHMED SOHEL SIDDIQUI	937	no	IND	Independent
Uttar Pradesh	Varanasi	HARI LAL	838	no	RaIP	Rastriya Insaaf Party
Uttar Pradesh	Varanasi	MAHENDRA MISHRA	573	no	IND	Independent
Uttar Pradesh	Varanasi	RAJESH BHARTI SURYA	4327	no	RaAD	Rashtriya Ambedkar Dal
Uttar Pradesh	Varanasi	SARVESH KUMAR GUPTA	3023	no	IND	Independent
Uttar Pradesh	Varanasi	SATISH SHANKAR JAYASWAL	459	no	IND	Independent
Uttar Pradesh	Varanasi	RAJENDRA PRASAD (GARIB DAS)	1367	no	IND	Independent
Uttar Pradesh	Varanasi	GHANSHYAM	1151	no	IND	Independent
Uttar Pradesh	Varanasi	PRAKASH PRASAD	1361	no	IND	Independent
Uttar Pradesh	Varanasi	ABHIMANYU SINGH PATEL	1644	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Varanasi	ARUN	3634	no	BSCP	Bhartiya Shakti Chetna Party
Uttar Pradesh	Varanasi	BACHCHAN PRASAD YADAV	1192	no	IND	Independent
Uttar Pradesh	Varanasi	HEMANT KUMAR YADAV	1202	no	INL	Indian National League
Uttar Pradesh	Varanasi	RAJIV KUMAR MISHRA	677	no	IND	Independent
Uttar Pradesh	Varanasi	SANTOSH KUMAR	1434	no	RVMP	Rashtriya Vikas Manch Party
Uttar Pradesh	Varanasi	OM GURU CHARAN DAS ALIAS VIMAL KUMAR SINGH	1144	no	ssrd	Sanatan Sanskriti Raksha Dal
Uttar Pradesh	Varanasi	ARVIND KEJRIWAL	209238	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Varanasi	USMAN	878	no	RsAD	Rashtriya Apna Dal
Uttar Pradesh	Varanasi	RAVINDRA KUMAR	1012	no	IND	Independent
Uttar Pradesh	Bhadohi	VIRENDRA SINGH	403544	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Bhadohi	None of the Above	8966	no	NOTA	None of the Above
Uttar Pradesh	Bhadohi	RAKESH DHAR TRIPATHI	245505	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Bhadohi	JEEVAN KUMAR MALLAH	4164	no	IND	Independent
Uttar Pradesh	Bhadohi	SEEMA MISHRA	238615	no	SP	Samajwadi Party
Uttar Pradesh	Bhadohi	DR. AKHILESH KUMAR DWIVEDI	7730	no	NCP	Nationalist Congress Party
Uttar Pradesh	Bhadohi	SARTAJ IMAM	22574	no	INC	Indian National Congress
Uttar Pradesh	Bhadohi	TEJ BAHADUR YADAV ADVOCATE	26995	no	JD(U)	Janata Dal  (United)
Uttar Pradesh	Bhadohi	AJAY KUMAR MAURYA	5807	no	PMSP	Pragatisheel Manav Samaj Party
Uttar Pradesh	Bhadohi	JAGJEEVAN RAM	1963	no	IND	Independent
Uttar Pradesh	Bhadohi	CHANDRASHEKHAR	2191	no	IND	Independent
Uttar Pradesh	Bhadohi	RAJESH KUMAR ALIAS KHANNA MAURYA	1919	no	AMP	Adarsh Manavtawadi Party
Uttar Pradesh	Bhadohi	SANTRAJ SINGH	4823	no	IND	Independent
Uttar Pradesh	Bhadohi	RAM SAGAR BIND	2443	no	QED	Qaumi Ekta Dal
Uttar Pradesh	Bhadohi	RAM SAKHA TRIPATHI	4313	no	IND	Independent
Uttar Pradesh	Mirzapur	ANUPRIYA SINGH PATEL	436536	yes	AD	Apna Dal
Uttar Pradesh	Mirzapur	DR. KARNAIL SINGH	3627	no	IND	Independent
Uttar Pradesh	Mirzapur	BHAGWAN DAS	3324	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Mirzapur	SURENDRA SINGH PATEL	108859	no	SP	Samajwadi Party
Uttar Pradesh	Mirzapur	LALITESH PATI TRIPATHI	152666	no	INC	Indian National Congress
Uttar Pradesh	Mirzapur	JEERA BHARTI	4148	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
Uttar Pradesh	Mirzapur	VINEET SAHAI	4548	no	AITC	All India Trinamool Congress
Uttar Pradesh	Mirzapur	None of the Above	4539	no	NOTA	None of the Above
Uttar Pradesh	Mirzapur	GIRJA SHANKAR URF CHUNMUN	2363	no	IND	Independent
Uttar Pradesh	Mirzapur	BRIJESH KUMAR RAI	4318	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Mirzapur	RADHESHYAM INSAN	2138	no	BRPI	Bhartiya Republican Party (Insan)
Uttar Pradesh	Mirzapur	AJAD	6762	no	GGP	Gondvana Gantantra Party
Uttar Pradesh	Mirzapur	RAJA RAM	2010	no	IND	Independent
Uttar Pradesh	Mirzapur	SANTOSH KUMAR	6811	no	SPP	Samyak Parivartan Party
Uttar Pradesh	Mirzapur	SARVESH DUBEY	4304	no	RPI(A)	Republican Party of India (A)
Uttar Pradesh	Mirzapur	DEVI	4639	no	IND	Independent
Uttar Pradesh	Mirzapur	RAM MURAT	7947	no	IND	Independent
Uttar Pradesh	Mirzapur	SHIVRAJ SAHNI	4405	no	PMSP	Pragatisheel Manav Samaj Party
Uttar Pradesh	Mirzapur	HINCHH LAL	2685	no	IND	Independent
Uttar Pradesh	Mirzapur	SUKCHARA NAND URF AALOO BABA	4787	no	SHS	Shivsena
Uttar Pradesh	Mirzapur	SAMUDRA BIND	217457	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Mirzapur	JITTOO RAM RATNA	4209	no	LD	Lok Dal
Uttar Pradesh	Mirzapur	ASHOK KUMAR	11245	no	IND	Independent
Uttar Pradesh	Mirzapur	ADESH TYAGI	3300	no	IND	Independent
Uttar Pradesh	Robertsganj	CHHOTELAL	378211	yes	BJP	Bharatiya Janata Party
Uttar Pradesh	Robertsganj	RAMBRIKSHA	9408	no	IND	Independent
Uttar Pradesh	Robertsganj	ASHOK KUMAR KANNAOUJIYA	24363	no	CPI	Communist Party of India
Uttar Pradesh	Robertsganj	LAWRENCE ANTHONY	7703	no	IND	Independent
Uttar Pradesh	Robertsganj	GUN DEVI ( GYANI DEVI)	5307	no	QED	Qaumi Ekta Dal
Uttar Pradesh	Robertsganj	MANGOI	2966	no	BMUP	Bahujan Mukti Party
Uttar Pradesh	Robertsganj	RAJKUMAR	2982	no	shsap	Shoshit Sandesh Party
Uttar Pradesh	Robertsganj	None of the Above	18489	no	NOTA	None of the Above
Uttar Pradesh	Robertsganj	SHARADA PRASAD	187725	no	BSP	Bahujan Samaj Party
Uttar Pradesh	Robertsganj	ARUN SINGH(CHERO)	5613	no	IND	Independent
Uttar Pradesh	Robertsganj	S. R. DARAPURI	4891	no	AIPF	All India Peoples' Front (Radical)
Uttar Pradesh	Robertsganj	BHAGWATI PRASAD CHAUDHARY	86235	no	INC	Indian National Congress
Uttar Pradesh	Robertsganj	RAVI SHANKAR KANNAUJIA	9913	no	AAAP	Aam Aadmi Party
Uttar Pradesh	Robertsganj	PAKAUDI LAL KOL	135966	no	SP	Samajwadi Party
Uttar Pradesh	Robertsganj	SHANKAR KOL	6101	no	CPI(ML)(L)	Communist Party of India  (Marxist-Leninist)  (Liberation)
West Bengal	Cooch behar	RENUKA SINHA	526499	yes	AITC	All India Trinamool Congress
West Bengal	Cooch behar	None of the Above	11409	no	NOTA	None of the Above
West Bengal	Cooch behar	DALENDRA NATH RAY	4169	no	AMB	Amra Bangalee
West Bengal	Cooch behar	KAMAL KRISHNA BAIRAGI	7125	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Cooch behar	GIRINDRA NATH BARMAN	15683	no	BSP	Bahujan Samaj Party
West Bengal	Cooch behar	HAREKRISHNA SARKAR	5796	no	RPI(A)	Republican Party of India (A)
West Bengal	Cooch behar	PIJUSH BARMAN	5137	no	WPOI	Welfare Party Of India
West Bengal	Cooch behar	KESHAB CHANDRA RAY	74540	no	INC	Indian National Congress
West Bengal	Cooch behar	HITENDRA DAS	5059	no	IND	Independent
West Bengal	Cooch behar	HEM CHANDRA BARMAN	217653	no	BJP	Bharatiya Janata Party
West Bengal	Cooch behar	DIPAK KUMAR ROY	439392	no	AIFB	All India Forward Bloc
West Bengal	Cooch behar	NRIPEN KARJEE	6742	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Cooch behar	BANGSHI BADAN BARMAN	13205	no	IND	Independent
West Bengal	Alipurduars	DASRATH TIRKEY	362453	yes	AITC	All India Trinamool Congress
West Bengal	Alipurduars	ISHABELA KUJUR	5961	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Alipurduars	BILKAN BARA	5340	no	SWJP	Samajwadi Jan Parishad
West Bengal	Alipurduars	PAUL DEXION KHARIYA	10450	no	IND	Independent
West Bengal	Alipurduars	MANOHAR TIRKEY	341056	no	RSP	Revolutionary Socialist Party
West Bengal	Alipurduars	BIRENDRA BARA (ORAON)	335857	no	BJP	Bharatiya Janata Party
West Bengal	Alipurduars	SUBASH CHIK BARAIK	7131	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Alipurduars	JOSEPH MUNDA	116718	no	INC	Indian National Congress
West Bengal	Alipurduars	ELIASH NARJINARY	11039	no	BSP	Bahujan Samaj Party
West Bengal	Alipurduars	DR. KAPIN CH. BORO	7676	no	IND	Independent
West Bengal	Alipurduars	None of the Above	19885	no	NOTA	None of the Above
West Bengal	Jalpaiguri	BIJOY CHANDRA BARMAN	494773	yes	AITC	All India Trinamool Congress
West Bengal	Jalpaiguri	None of the Above	16541	no	NOTA	None of the Above
West Bengal	Jalpaiguri	HAREKRISHNA SARKAR	7636	no	RPI(A)	Republican Party of India (A)
West Bengal	Jalpaiguri	SUBHAS BISWAS	8545	no	IND	Independent
West Bengal	Jalpaiguri	HARIPADA BARMAN	6608	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Jalpaiguri	DILIP SARKAR	4900	no	BMUP	Bahujan Mukti Party
West Bengal	Jalpaiguri	SUKHBILAS BARMA	87588	no	INC	Indian National Congress
West Bengal	Jalpaiguri	DHIRENDRA NATH ROY	2835	no	AMB	Amra Bangalee
West Bengal	Jalpaiguri	SATYALAL SARKAR	221593	no	BJP	Bharatiya Janata Party
West Bengal	Jalpaiguri	KSHITISH CHANDRA MANDAL	12147	no	BSP	Bahujan Samaj Party
West Bengal	Jalpaiguri	MAHENDRA KUMAR ROY	425167	no	CPM	Communist Party of India  (Marxist)
West Bengal	Jalpaiguri	DHRITIMAN ROY	4501	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Jalpaiguri	HARIBHAKTA SARDAR	9283	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Darjeeling	S.S.AHLUWALIA	488257	yes	BJP	Bharatiya Janata Party
West Bengal	Darjeeling	KAKALI MAJUMDAR (ROY)	6040	no	BSP	Bahujan Samaj Party
West Bengal	Darjeeling	SAMAN PATHAK (SURAJ)	167186	no	CPM	Communist Party of India  (Marxist)
West Bengal	Darjeeling	SUJAY GHATAK	90076	no	INC	Indian National Congress
West Bengal	Darjeeling	GOUTAM BHATTACHARYA	3993	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Darjeeling	BHAI CHUNG BHUTIA	291018	no	AITC	All India Trinamool Congress
West Bengal	Darjeeling	MAHENDRA P. LAMA	55767	no	IND	Independent
West Bengal	Darjeeling	NIMA LAMA	2906	no	grac	Gorkha Rashtriya Congress
West Bengal	Darjeeling	ARUN KUMAR AGARWAL	5449	no	IND	Independent
West Bengal	Darjeeling	LALIT SINGHA	2100	no	BMUP	Bahujan Mukti Party
West Bengal	Darjeeling	NIRANJAN SAHA	2029	no	AMB	Amra Bangalee
West Bengal	Darjeeling	RABINDRA ROY BASUNIA	6100	no	IND	Independent
West Bengal	Darjeeling	SUNIL PANDIT	3043	no	RJNP	Rashtriya Janasachetan Party (R.J.P.)
West Bengal	Darjeeling	None of the Above	18045	no	NOTA	None of the Above
West Bengal	Raiganj	MD. SALIM	317515	yes	CPM	Communist Party of India  (Marxist)
West Bengal	Raiganj	ZAMEERUL HASAN	3471	no	AIUDF	All India United Democratic Front
West Bengal	Raiganj	NIMU BHOWMICK	203131	no	BJP	Bharatiya Janata Party
West Bengal	Raiganj	PASARUL ALAM	3614	no	AAAP	Aam Aadmi Party
West Bengal	Raiganj	PABITRA RANJAN DASMUNSHI (SATYA)	192698	no	AITC	All India Trinamool Congress
West Bengal	Raiganj	DEEPA DASMUNSI	315881	no	INC	Indian National Congress
West Bengal	Raiganj	DULAL RAJBANSHI	8592	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Raiganj	SWAPAN KUMAR DAS	5629	no	BSP	Bahujan Samaj Party
West Bengal	Raiganj	BABLU SOREN	5544	no	JDP	Jharkhand Disom Party
West Bengal	Raiganj	NANDAKISHOR SINGHA	3338	no	AMB	Amra Bangalee
West Bengal	Raiganj	SUDIIP RANJAN SEN	32303	no	SP	Samajwadi Party
West Bengal	Raiganj	None of the Above	10929	no	NOTA	None of the Above
West Bengal	Raiganj	SUBRATA ADHIKARY	5548	no	IND	Independent
West Bengal	Balurghat	ARPITA GHOSH	409641	yes	AITC	All India Trinamool Congress
West Bengal	Balurghat	None of the Above	11691	no	NOTA	None of the Above
West Bengal	Balurghat	SIBEN SARKAR	5647	no	IND	Independent
West Bengal	Balurghat	ISLAM NURAL	2644	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Balurghat	ABDUS SADEK SARKAR	10547	no	AIUDF	All India United Democratic Front
West Bengal	Balurghat	BIMALENDU SARKAR (BIMAL)	302677	no	RSP	Revolutionary Socialist Party
West Bengal	Balurghat	OM PRAKAS MISHRA	80715	no	INC	Indian National Congress
West Bengal	Balurghat	BISWAPRIYA ROY CHOUDHURY	223014	no	BJP	Bharatiya Janata Party
West Bengal	Balurghat	SASTI CHANDRA SARKAR	3969	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Balurghat	MANAS CHAKRABORTY (GANESH)	1466	no	CPIM	Communist Party of India (Marxist-Leninist) Red Star
West Bengal	Balurghat	SOM HEMRAM	4774	no	JDP	Jharkhand Disom Party
West Bengal	Balurghat	RANENDRANATH MALI	1687	no	BMUP	Bahujan Mukti Party
West Bengal	Balurghat	RAJEN HANSDA	4581	no	BSP	Bahujan Samaj Party
West Bengal	Maldaha Uttar	MAUSAM NOOR	388609	yes	INC	Indian National Congress
West Bengal	Maldaha Uttar	NURUL ISLAM MAJIDI	7128	no	WPOI	Welfare Party Of India
West Bengal	Maldaha Uttar	BISHNUPADA BARMAN	4225	no	AMB	Amra Bangalee
West Bengal	Maldaha Uttar	MILAN DAS	12163	no	SP	Samajwadi Party
West Bengal	Maldaha Uttar	ABDUL KHALEQUE	4650	no	AIUDF	All India United Democratic Front
West Bengal	Maldaha Uttar	SUBHASH KRISHNA GOSWAMI	179000	no	BJP	Bharatiya Janata Party
West Bengal	Maldaha Uttar	KHAGEN MURMU	322904	no	CPM	Communist Party of India  (Marxist)
West Bengal	Maldaha Uttar	GAUTAM SARKAR	8988	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Maldaha Uttar	IMANUYEL HEMRAM (BAIDYA)	6805	no	JDP	Jharkhand Disom Party
West Bengal	Maldaha Uttar	MINARA KHATUN	3348	no	HKRD	Hindustan Krantikari Dal
West Bengal	Maldaha Uttar	CHITTA RANJAN KIRTTANIA	6229	no	BSP	Bahujan Samaj Party
West Bengal	Maldaha Uttar	SOUMITRA RAY	197313	no	AITC	All India Trinamool Congress
West Bengal	Maldaha Uttar	MONATAN HEMBRAM	4696	no	BMUP	Bahujan Mukti Party
West Bengal	Maldaha Uttar	None of the Above	10481	no	NOTA	None of the Above
West Bengal	Maldaha Uttar	SUREN MURMU	6446	no	IND	Independent
West Bengal	Maldaha Dakshin	ABU HASEM KHAN CHOWDHURY	380291	yes	INC	Indian National Congress
West Bengal	Maldaha Dakshin	None of the Above	8392	no	NOTA	None of the Above
West Bengal	Maldaha Dakshin	NARESH RISHI	6616	no	IND	Independent
West Bengal	Maldaha Dakshin	MD EZARUDDIN	3377	no	JeSM	Jamat-E-Seratul Mustakim
West Bengal	Maldaha Dakshin	DIPAK SINGH	1449	no	RaJSP	Rashtriya Janadhikar Suraksha Party
West Bengal	Maldaha Dakshin	MD NAJRUL ISLAM	21207	no	AIUDF	All India United Democratic Front
West Bengal	Maldaha Dakshin	NIKHIL CHANDRA MANDAL	6138	no	BSP	Bahujan Samaj Party
West Bengal	Maldaha Dakshin	NASMUL HOQUE	2466	no	PDS	Party for Democratic Socialism
West Bengal	Maldaha Dakshin	SADHAN CHATTERJEE	10536	no	IND	Independent
West Bengal	Maldaha Dakshin	MD MOAZZEM HOSSAIN	192632	no	AITC	All India Trinamool Congress
West Bengal	Maldaha Dakshin	ABUL HASNAT KHAN	209480	no	CPM	Communist Party of India  (Marxist)
West Bengal	Maldaha Dakshin	BISNU PADA ROY	216180	no	BJP	Bharatiya Janata Party
West Bengal	Maldaha Dakshin	MURSED SEKH	2720	no	RPI(A)	Republican Party of India (A)
West Bengal	Maldaha Dakshin	MD FARUQUE HOSSAIN (SAHITYARATNA)	3282	no	IUML	Indian Union Muslim League
West Bengal	Maldaha Dakshin	FIROZ AKHTAR	1342	no	BMUP	Bahujan Mukti Party
West Bengal	Maldaha Dakshin	MANJUR ALAHI MUNSHI	11426	no	IND	Independent
West Bengal	Maldaha Dakshin	BIMAL MARDI	1921	no	JDP	Jharkhand Disom Party
West Bengal	Maldaha Dakshin	IMTIAZ AHMED MOLLAH	12952	no	SDPI	SOCIAL DEMOCRATIC PARTY OF INDIA
West Bengal	Jangipur	ABHIJIT MUKHERJEE	378201	yes	INC	Indian National Congress
West Bengal	Jangipur	MD. SAHABUDDIN	17257	no	SDPI	SOCIAL DEMOCRATIC PARTY OF INDIA
West Bengal	Jangipur	SANJIT SINGH	5507	no	BSP	Bahujan Samaj Party
West Bengal	Jangipur	SK NURUL ISLAM	207455	no	AITC	All India Trinamool Congress
West Bengal	Jangipur	MD. GINNATULLA SK	2318	no	JeSM	Jamat-E-Seratul Mustakim
West Bengal	Jangipur	ABDUS SAYEED	7926	no	SUCI	SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
West Bengal	Jangipur	SAMRAT GHOSH	96751	no	BJP	Bharatiya Janata Party
West Bengal	Jangipur	DHANANJAY BANERJEE	3019	no	AMB	Amra Bangalee
West Bengal	Jangipur	MONIRUL ISLAM	9476	no	WPOI	Welfare Party Of India
West Bengal	Jangipur	MUZAFFAR HOSSAIN	370040	no	CPM	Communist Party of India  (Marxist)
West Bengal	Jangipur	None of the Above	11079	no	NOTA	None of the Above
West Bengal	Jangipur	ABHIJIT SARKAR	10055	no	IND	Independent
West Bengal	Baharampur	ADHIR RANJAN CHOWDHURY	583549	yes	INC	Indian National Congress
West Bengal	Baharampur	None of the Above	11192	no	NOTA	None of the Above
West Bengal	Baharampur	ABDUS SUKUR	4322	no	IUML	Indian Union Muslim League
West Bengal	Baharampur	INDRANIL SEN	226982	no	AITC	All India Trinamool Congress
West Bengal	Baharampur	DEBES ADHIKARI	81656	no	BJP	Bharatiya Janata Party
West Bengal	Baharampur	BADRUL SEKH	11642	no	SDPI	SOCIAL DEMOCRATIC PARTY OF INDIA
West Bengal	Baharampur	PRAMOTHES MUKHERJEE	225699	no	RSP	Revolutionary Socialist Party
